TF	interaction	target_gene	regulation
TP53	ii	NQO1	Inhibition
TP53	aa	NR2F2	Activation
TP53	ii	NR6A1	Inhibition
TP53	aa	NRP1	Activation
TP53	aa	NRP2	Activation
TP53	aa	NSG1	Activation
TP53	ii	NUFIP1	Inhibition
TP53	aa	NUMA1	Activation
TP53	aa	OCEL1	Activation
TP53	ii	ODC1	Inhibition
TP53	aa	OGN	Activation
TP53	aa	ORAI3	Activation
TP53	aa	ORM2	Activation
TP53	aa	OSGIN1	Activation
TP53	aa	OTX1	Activation
TP53	ii	P14ARF	Inhibition
TP53	aa	P2RX4	Activation
TP53	aa	P4HA2	Activation
TP53	aa	PADI4	Activation
TP53	aa	PALMD	Activation
TP53	aa	PANK1	Activation
TP53	aa	PARD6G	Activation
TP53	aa	PARK2	Activation
TP53	aa	PATL2	Activation
TP53	aa	PAX2	Activation
TP53	aa	PBXIP1	Activation
TP53	aa	PCBP4	Activation
TP53	aa	PCDHA7	Activation
TP53	aa	PCNA	Activation
TP53	aa	PDCD6	Activation
TP53	aa	PDE2A	Activation
TP53	ii	PDE4D	Inhibition
TP53	ii	PDGFRB	Inhibition
TP53	aa	PEA15	Activation
TP53	aa	PEG3	Activation
TP53	ii	PER2	Inhibition
TP53	aa	PERP	Activation
TP53	aa	PGF	Activation
TP53	aa	PHLDA3	Activation
TP53	ii	PICALM	Inhibition
TP53	aa	PIDD1	Activation
TP53	aa	PIGF	Activation
TP53	ii	PIK3CA	Inhibition
TP53	aa	PINX1	Activation
TP53	ii	PKD1	Inhibition
TP53	ii	PKN2	Inhibition
TP53	aa	PLAGL1	Activation
TP53	aa	PLAU	Activation
TP53	aa	PLCL1	Activation
TP53	aa	PLEKHA2	Activation
TP53	ii	PLK1	Inhibition
TP53	aa	PLK2	Activation
TP53	aa	PLK3	Activation
TP53	ii	PLK4	Inhibition
TP53	aa	PLTP	Activation
TP53	aa	PLXNA1	Activation
TP53	aa	PLXNB3	Activation
TP53	aa	PM20D1	Activation
TP53	aa	PMAIP1	Activation
TP53	aa	PML	Activation
TP53	aa	PMS2	Activation
TP53	ii	PODXL	Inhibition
TP53	ii	POLD1	Inhibition
TP53	aa	POLH	Activation
TP53	ii	POLK	Inhibition
TP53	aa	POLL	Activation
TP53	aa	POMC	Activation
TP53	ii	POU5F1	Inhibition
TP53	ii	PPARGC1A	Inhibition
TP53	ii	PPARGC1B	Inhibition
TP53	aa	PPM1D	Activation
TP53	aa	PPM1J	Activation
TP53	aa	PPP1R13L	Activation
TP53	aa	PPP1R15A	Activation
TP53	aa	PPP1R3C	Activation
TP53	ii	PPP2R4	Inhibition
TP53	aa	PRAP1	Activation
TP53	ii	PRC1	Inhibition
TP53	aa	PRDM1	Activation
TP53	ii	PRDM14	Inhibition
TP53	aa	PRG1	Activation
TP53	aa	PRKAB1	Activation
TP53	aa	PRKAB2	Activation
TP53	aa	PRKG1	Activation
TP53	aa	PRNP	Activation
TP53	aa	PRNT	Activation
TP53	aa	PRODH	Activation
TP53	aa	PROM2	Activation
TP53	aa	PSD3	Activation
TP53	aa	PSRC1	Activation
TP53	aa	PTEN	Activation
TP53	ii	PTGDS	Inhibition
TP53	aa	PTGIR	Activation
TP53	aa	PTGS2	Activation
TP53	aa	PTK6	Activation
TP53	aa	PTP4A3	Activation
TP53	ii	PTPN4	Inhibition
TP53	ii	PTPN6	Inhibition
TP53	aa	PTPRN2	Activation
TP53	aa	PTPRVP	Activation
TP53	ii	PTTG1	Inhibition
TP53	aa	QKI	Activation
TP53	aa	RAB6C	Activation
TP53	ii	RAD21	Inhibition
TP53	ii	RAD51	Inhibition
TP53	aa	RANGAP1	Activation
TP53	aa	RAP2B	Activation
TP53	aa	RARRES3	Activation
TP53	ii	RASSF1	Inhibition
TP53	ii	RBCK1	Inhibition
TP53	aa	RBL2	Activation
TP53	aa	RBM24	Activation
TP53	aa	RBM38	Activation
TP53	aa	RCHY1	Activation
TP53	aa	RDH14	Activation
TP53	aa	RDH5	Activation
TP53	ii	RECQL4	Inhibition
TP53	aa	RFPL1	Activation
TP53	aa	RFWD2	Activation
TP53	aa	RGCC	Activation
TP53	aa	RGS12	Activation
TP53	ii	RGS13	Inhibition
TP53	aa	RHOC	Activation
TP53	aa	RND3	Activation
TP53	aa	RNF128	Activation
TP53	aa	RNF144B	Activation
TP53	aa	RNF19B	Activation
TP53	aa	RNF215	Activation
TP53	aa	RNH1	Activation
TP53	ii	RNU1-4	Inhibition
TP53	ii	RNU6-1	Inhibition
TP53	aa	RORA	Activation
TP53	aa	RPL38	Activation
TP53	aa	RPS19	Activation
TP53	ii	RPS25	Inhibition
TP53	ii	RPS27	Inhibition
TP53	aa	RPS27L	Activation
TP53	aa	RPS8	Activation
TP53	aa	RPTN	Activation
TP53	aa	RRAD	Activation
TP53	aa	RRM1	Activation
TP53	ii	RRM2	Inhibition
TP53	aa	RRM2B	Activation
TP53	ii	RRP15	Inhibition
TP53	ii	RTN4	Inhibition
TP53	ii	RUNX1	Inhibition
TP53	ii	RWDD2A	Inhibition
TP53	aa	S100A2	Activation
TP53	aa	S100A9	Activation
TP53	ii	SALL2	Inhibition
TP53	ii	SATB1	Inhibition
TP53	aa	SCARA3	Activation
TP53	ii	SCD	Inhibition
TP53	aa	SCGB1D2	Activation
TP53	aa	SCN3B	Activation
TP53	aa	SCNN1A	Activation
TP53	aa	SCO2	Activation
TP53	aa	SCRIB	Activation
TP53	aa	SDK2	Activation
TP53	aa	SEMA3B	Activation
TP53	aa	SEMA3E	Activation
TP53	aa	SEMA3F	Activation
TP53	aa	SEMA6A	Activation
TP53	ii	SEMA6C	Inhibition
TP53	aa	42982	Activation
TP53	ii	SERP1	Inhibition
TP53	aa	SERPINA1	Activation
TP53	aa	SERPINA3	Activation
TP53	aa	SERPINB5	Activation
TP53	aa	SERTAD1	Activation
TP53	aa	SESN3	Activation
TP53	ii	SETDB1	Inhibition
TP53	aa	SFN	Activation
TP53	aa	SGK1	Activation
TP53	aa	SHISA5	Activation
TP53	aa	SIAH1	Activation
TP53	aa	SIDT2	Activation
TP53	aa	SIRT1	Activation
TP53	aa	SIVA1	Activation
TP53	ii	SLC19A1	Inhibition
TP53	aa	SLC19A2	Activation
TP53	ii	SLC2A1	Inhibition
TP53	ii	SLC2A4	Inhibition
TP53	aa	SLC2A9	Activation
TP53	aa	SLC30A3	Activation
TP53	ii	SLC35B4	Inhibition
TP53	ii	SLC38A2	Inhibition
TP53	ii	SLC38A4	Inhibition
TP53	aa	SLC4A8	Activation
TP53	aa	SLC5A11	Activation
TP53	aa	SLC5A5	Activation
TP53	ii	SLC6A6	Inhibition
TP53	ii	SLC7A11	Inhibition
TP53	aa	SLC7A5	Activation
TP53	aa	SLCO4A1	Activation
TP53	aa	SMAD2	Activation
TP53	aa	SMAD3	Activation
TP53	aa	SMTN	Activation
TP53	ii	SMTNL2	Inhibition
TP53	aa	SNAI2	Activation
TP53	aa	SOD2	Activation
TP53	aa	SORBS1	Activation
TP53	aa	SOS1	Activation
TP53	ii	SOX2	Inhibition
TP53	aa	SOX4	Activation
TP53	aa	SPATA18	Activation
TP53	ii	SPC25	Inhibition
TP53	aa	SPEG	Activation
TP53	aa	SQLE	Activation
TP53	ii	SRPRB	Inhibition
TP53	aa	SRR	Activation
TP53	aa	STAG1	Activation
TP53	aa	STAT4	Activation
TP53	aa	STEAP3	Activation
TP53	aa	STK11	Activation
TP53	ii	STMN1	Inhibition
TP53	aa	STRA6	Activation
TP53	aa	STX11	Activation
TP53	aa	STX6	Activation
TP53	aa	SUB1	Activation
TP53	aa	SUGCT	Activation
TP53	aa	SULF2	Activation
TP53	ii	SUV39H1	Inhibition
TP53	aa	SYK	Activation
TP53	aa	SYTL1	Activation
TP53	aa	TACC2	Activation
TP53	aa	TAF12	Activation
TP53	aa	TBC1D31	Activation
TP53	aa	TBC1D8	Activation
TP53	ii	TBL1X	Inhibition
TP53	ii	TBX3	Inhibition
TP53	ii	TCF3	Inhibition
TP53	ii	TCF7L2	Inhibition
TP53	aa	TDG	Activation
TP53	aa	TDP2	Activation
TP53	ii	TERT	Inhibition
TP53	aa	TEX15	Activation
TP53	aa	TFAM	Activation
TP53	aa	TFAP2A	Activation
TP53	aa	TFAP2C	Activation
TP53	ii	TFCP2L1	Inhibition
TP53	ii	TFF2	Inhibition
TP53	aa	TFPI2	Activation
TP53	aa	TGFA	Activation
TP53	ii	THAS	Inhibition
TP53	ii	THBD	Inhibition
TP53	aa	THBS1	Activation
TP53	aa	TIMP3	Activation
TP53	aa	TLR10	Activation
TP53	aa	TLR2	Activation
TP53	aa	TLR3	Activation
TP53	aa	TLR4	Activation
TP53	aa	TLR5	Activation
TP53	aa	TLR6	Activation
TP53	aa	TLR8	Activation
TP53	aa	TLR9	Activation
TP53	ii	TM2D3	Inhibition
TP53	aa	TMC7	Activation
TP53	aa	TMCC3	Activation
TP53	aa	TMEM205	Activation
TP53	aa	TMEM217	Activation
TP53	aa	TMEM5	Activation
TP53	aa	TMSB15A	Activation
TP53	ii	TNC	Inhibition
TP53	aa	TNFRSF10A	Activation
TP53	aa	TNFRSF10B	Activation
TP53	aa	TNFRSF10C	Activation
TP53	aa	TNFRSF10D	Activation
TP53	aa	TNFSF10	Activation
TP53	aa	TNFSF4	Activation
TP53	aa	TNFSF9	Activation
TP53	aa	TNNC1	Activation
TP53	ii	TOP2A	Inhibition
TP53	aa	TP53	Activation
TP53	aa	TP53AIP1	Activation
TP53	aa	TP53I11	Activation
TP53	aa	TP53I3	Activation
TP53	aa	TP53INP1	Activation
TP53	aa	TP53TG1	Activation
TP53	aa	TP73	Activation
TP53	ii	TPR	Inhibition
TP53	aa	TRAF1	Activation
TP53	aa	TRAF4	Activation
TP53	aa	TRIAP1	Activation
TP53	ii	TRIB3	Inhibition
TP53	aa	TRIM22	Activation
TP53	aa	TRIM24	Activation
TP53	aa	TRIM3	Activation
TP53	aa	TRIML2	Activation
TP53	aa	TRP53COR1	Activation
TP53	aa	TRPC1	Activation
TP53	aa	TRPC6	Activation
TP53	ii	TRPM2	Inhibition
TP53	aa	TSC2	Activation
TP53	aa	TTLL6	Activation
TP53	ii	TUBB2A	Inhibition
TP53	aa	TUG1	Activation
TP53	aa	TUSC7	Activation
TP53	aa	TXLNB	Activation
TP53	aa	TXNIP	Activation
TP53	aa	TYRP1	Activation
TP53	ii	UACA	Inhibition
TP53	ii	UBD	Inhibition
TP53	aa	UBTD1	Activation
TP53	aa	UCP2	Activation
TP53	aa	UGT1A6	Activation
TP53	aa	UGT2B7	Activation
TP53	aa	UIMC1	Activation
TP53	aa	ULBP1	Activation
TP53	aa	ULBP2	Activation
TP53	aa	ULK1	Activation
TP53	aa	ULK2	Activation
TP53	aa	UNC5A	Activation
TP53	aa	UNC5B	Activation
TP53	aa	UNC5D	Activation
TP53	ii	UPP1	Inhibition
TP53	ii	USP26	Inhibition
TP53	ii	UTF1	Inhibition
TP53	ii	UTP15	Inhibition
TP53	aa	UVRAG	Activation
TP53	aa	VCAN	Activation
TP53	aa	VCL	Activation
TP53	aa	VDR	Activation
TP53	ii	VEGFA	Inhibition
TP53	ii	VIM	Inhibition
TP53	aa	VMP1	Activation
TP53	aa	WBP5	Activation
TP53	aa	WNT3	Activation
TP53	aa	WNT3A	Activation
TP53	aa	WNT7B	Activation
TP53	aa	WNT8A	Activation
TP53	aa	WNT8B	Activation
TP53	aa	WNT9A	Activation
TP53	ii	XAF1	Inhibition
TP53	ii	XIAP	Inhibition
TP53	aa	XPC	Activation
TP53	ii	XPO1	Inhibition
TP53	aa	YPEL3	Activation
TP53	ii	YWHAG	Inhibition
TP53	aa	ZAP70	Activation
TP53	ii	ZDHHC6	Inhibition
TP53	aa	ZFP36	Activation
TP53	aa	ZFP36L2	Activation
TP53	ii	ZIC3	Inhibition
TP53	aa	ZMAT3	Activation
TP53	aa	ZNF195	Activation
TP53	aa	ZNF219	Activation
TP53	aa	ZNF385A	Activation
TP53	aa	ZNF79	Activation
TP53	aa	ZWINT	Activation
TP63	aa	ACTL6A	Activation
TP63	aa	ADA	Activation
TP63	aa	ADRM1	Activation
TP63	aa	AEN	Activation
TP63	aa	AHR	Activation
TP63	ii	AIM2	Inhibition
TP63	aa	AKR1B10	Activation
TP63	aa	AKT1	Activation
TP63	aa	AKT1S1	Activation
TP63	aa	ALOX12	Activation
TP63	aa	ALOX12B	Activation
TP63	aa	APOD	Activation
TP63	aa	AQP3	Activation
TP63	aa	ARG1	Activation
TP63	aa	ARL14EP	Activation
TP63	aa	ATG10	Activation
TP63	aa	ATG3	Activation
TP63	aa	ATG4A	Activation
TP63	aa	ATG5	Activation
TP63	aa	ATG7	Activation
TP63	aa	ATG9A	Activation
TP63	aa	ATM	Activation
TP63	aa	AXL	Activation
TP63	aa	B2M	Activation
TP63	aa	BAD	Activation
TP63	aa	BAX	Activation
TP63	ii	BBC3	Inhibition
TP63	aa	BDKRB2	Activation
TP63	aa	BECN1	Activation
TP63	aa	BHLHE40	Activation
TP63	aa	BHLHE41	Activation
TP63	ii	BIRC5	Inhibition
TP63	aa	BMP7	Activation
TP63	aa	BNC1	Activation
TP63	aa	BRCA2	Activation
TP63	aa	CAD	Activation
TP63	aa	CARM1	Activation
TP63	ii	CASP10	Inhibition
TP63	aa	CASP14	Activation
TP63	aa	CASP8	Activation
TP63	aa	CCL17	Activation
TP63	aa	CCND3	Activation
TP63	aa	CCNG2	Activation
TP63	aa	CD44	Activation
TP63	aa	CD82	Activation
TP63	aa	CD97	Activation
TP63	aa	CDC25C	Activation
TP63	aa	CDH1	Activation
TP63	ii	CDH13	Inhibition
TP63	aa	CDH3	Activation
TP63	aa	CDK1	Activation
TP63	aa	CDKN1C	Activation
TP63	aa	CEBPB	Activation
TP63	aa	CEBPD	Activation
TP63	aa	CFLAR	Activation
TP63	aa	c-FLIP (L)	Activation
TP63	aa	CHRAC1	Activation
TP63	aa	CHUK	Activation
TP63	aa	CITED2	Activation
TP63	aa	CLCA2	Activation
TP63	aa	CLDN1	Activation
TP63	aa	CLOCK	Activation
TP63	ii	COL5A1	Inhibition
TP63	aa	CPT2	Activation
TP63	aa	CTSD	Activation
TP63	aa	CXCL8	Activation
TP63	aa	DDIT4	Activation
TP63	aa	DGCR8	Activation
TP63	aa	DHRS3	Activation
TP63	aa	DICER1	Activation
TP63	ii	DKK1	Inhibition
TP63	aa	DLX1	Activation
TP63	aa	DLX3	Activation
TP63	aa	DLX5	Activation
TP63	aa	DLX6	Activation
TP63	aa	DNAJB1	Activation
TP63	aa	DNM2	Activation
TP63	aa	DSC3	Activation
TP63	aa	DSP	Activation
TP63	aa	DST	Activation
TP63	ii	EGFR	Inhibition
TP63	aa	EGR2	Activation
TP63	ii	EGR3	Inhibition
TP63	ii	ENSA	Inhibition
TP63	aa	EPHA2	Activation
TP63	aa	ERCC1	Activation
TP63	aa	ETS1	Activation
TP63	aa	EVPL	Activation
TP63	aa	FAS	Activation
TP63	aa	FASN	Activation
TP63	ii	FBN1	Inhibition
TP63	aa	FBXO32	Activation
TP63	aa	FDXR	Activation
TP63	aa	FGF21	Activation
TP63	aa	FGFR2	Activation
TP63	aa	FGFR3	Activation
TP63	aa	FLOT2	Activation
TP63	ii	FOS	Inhibition
TP63	ii	FOSL1	Inhibition
TP63	ii	FOSL2	Inhibition
TP63	aa	FOXD4L3	Activation
TP63	aa	FOXF1	Activation
TP63	aa	FRAS1	Activation
TP63	aa	FUT1	Activation
TP63	aa	G6PD	Activation
TP63	aa	GADD45A	Activation
TP63	aa	GAPDH	Activation
TP63	aa	GATA3	Activation
TP63	aa	GCR-alpha	Activation
TP63	aa	GDF15	Activation
TP63	aa	GHR	Activation
TP63	ii	GJB4	Inhibition
TP63	aa	GLS2	Activation
TP63	aa	GPX2	Activation
TP63	aa	HAGH	Activation
TP63	aa	HBEGF	Activation
TP63	ii	HBP1	Inhibition
TP63	aa	HDAC2	Activation
TP63	aa	HELLS	Activation
TP63	ii	HES1	Inhibition
TP63	aa	HOXC4	Activation
TP63	aa	HSF2	Activation
TP63	aa	HSPA1A	Activation
TP63	aa	HSPA1B	Activation
TP63	aa	HSPA6	Activation
TP63	ii	ICAM1	Inhibition
TP63	aa	ICAM3	Activation
TP63	ii	ID2	Inhibition
TP63	aa	IER3	Activation
TP63	ii	IGFBP3	Inhibition
TP63	aa	IL6	Activation
TP63	ii	IRF1	Inhibition
TP63	aa	IRF6	Activation
TP63	aa	ITGA3	Activation
TP63	aa	ITGA5	Activation
TP63	aa	ITGA6	Activation
TP63	aa	ITGB4	Activation
TP63	aa	JAG1	Activation
TP63	aa	JAG2	Activation
TP63	ii	JUN	Inhibition
TP63	ii	JUNB	Inhibition
TP63	aa	KCNG1	Activation
TP63	ii	KLF4	Inhibition
TP63	aa	KLHDC7A	Activation
TP63	aa	KRT14	Activation
TP63	aa	LAMC2	Activation
TP63	aa	MARK3	Activation
TP63	ii	MDC1	Inhibition
TP63	aa	MDM2	Activation
TP63	ii	METTL7B	Inhibition
TP63	aa	MFGE8	Activation
TP63	aa	MIR1246	Activation
TP63	aa	MIR133B	Activation
TP63	ii	MIR1382	Inhibition
TP63	ii	MIR181B1	Inhibition
TP63	ii	MIR193A	Inhibition
TP63	aa	MIR200A	Activation
TP63	aa	MIR200B	Activation
TP63	aa	MIR205	Activation
TP63	ii	MIR34C	Inhibition
TP63	aa	MIR374A	Activation
TP63	aa	MIR429	Activation
TP63	aa	MIR519A1	Activation
TP63	aa	MIR630	Activation
TP63	aa	MIR885	Activation
TP63	aa	MIRLET7I	Activation
TP63	aa	MMP13	Activation
TP63	aa	MMP14	Activation
TP63	aa	MPZL2	Activation
TP63	aa	MRE11A	Activation
TP63	ii	MXD3	Inhibition
TP63	aa	MYNN	Activation
TP63	aa	NFATC4	Activation
TP63	aa	NOS2	Activation
TP63	aa	NOTCH1	Activation
TP63	aa	NOTCH2NL	Activation
TP63	aa	NRG1	Activation
TP63	ii	NTN4	Inhibition
TP63	aa	OCEL1	Activation
TP63	aa	OGG1	Activation
TP63	ii	P14ARF	Inhibition
TP63	ii	PAX4	Inhibition
TP63	ii	PCNA	Inhibition
TP63	aa	PCNXL2	Activation
TP63	aa	PDGFA	Activation
TP63	ii	PDGFC	Inhibition
TP63	aa	PERP	Activation
TP63	aa	PFKFB3	Activation
TP63	aa	PIK3CA	Activation
TP63	aa	PKM	Activation
TP63	ii	PLAC8	Inhibition
TP63	aa	PLK2	Activation
TP63	aa	PMAIP1	Activation
TP63	aa	POLD2	Activation
TP63	aa	POU2F2	Activation
TP63	ii	PPARA	Inhibition
TP63	aa	PRKAA2	Activation
TP63	aa	PRKCD	Activation
TP63	ii	PTEN	Inhibition
TP63	aa	PTGS2	Activation
TP63	aa	PVRL1	Activation
TP63	ii	PWP1	Inhibition
TP63	aa	RAB38	Activation
TP63	aa	RAD50	Activation
TP63	aa	RAD51	Activation
TP63	aa	RAD51B	Activation
TP63	ii	RASSF2	Inhibition
TP63	aa	RBM38	Activation
TP63	aa	RGS13	Activation
TP63	aa	RNF144B	Activation
TP63	ii	RRAD	Inhibition
TP63	aa	RRM2B	Activation
TP63	aa	RUNX1	Activation
TP63	aa	S100A2	Activation
TP63	ii	SAMD9L	Inhibition
TP63	aa	SATB1	Activation
TP63	ii	SEC14L2	Inhibition
TP63	aa	SERPINB5	Activation
TP63	aa	SERPINE1	Activation
TP63	aa	SERPINF1	Activation
TP63	ii	SFN	Inhibition
TP63	aa	SHH	Activation
TP63	aa	SIRT1	Activation
TP63	aa	SKP2	Activation
TP63	aa	SMAD7	Activation
TP63	aa	SMARCA4	Activation
TP63	aa	SMARCD3	Activation
TP63	ii	SMURF2	Inhibition
TP63	aa	SOS1	Activation
TP63	aa	SSPN	Activation
TP63	aa	STAT6	Activation
TP63	aa	STK11	Activation
TP63	aa	STX6	Activation
TP63	aa	SUFU	Activation
TP63	aa	SUPT3H	Activation
TP63	aa	T	Activation
TP63	aa	TBC1D17	Activation
TP63	aa	TBX5	Activation
TP63	aa	TCF7L1	Activation
TP63	aa	TFPI2	Activation
TP63	aa	TGFB1	Activation
TP63	ii	TGFB1I1	Inhibition
TP63	ii	TGFB2	Inhibition
TP63	aa	TGFBR2	Activation
TP63	aa	THAP8	Activation
TP63	aa	THBD	Activation
TP63	aa	TMEM205	Activation
TP63	aa	TNFRSF10B	Activation
TP63	aa	TNNT2	Activation
TP63	aa	TNS4	Activation
TP63	aa	TP53I3	Activation
TP63	aa	TPRG1	Activation
TP63	aa	TRAF4	Activation
TP63	aa	UBE2H	Activation
TP63	aa	UGT1A6	Activation
TP63	aa	USP48	Activation
TP63	aa	VDR	Activation
TP63	aa	WDFY2	Activation
TP63	aa	WNT4	Activation
TP63	ii	YAP1	Inhibition
TP63	aa	YTHDF3	Activation
TP63	ii	ZEB1	Inhibition
TP63	ii	ZHX2	Inhibition
TP63	aa	ZNF750	Activation
TP63	aa	ZNRF2	Activation
TP73	aa	ABCB1	Activation
TP73	aa	ADA	Activation
TP73	aa	ADORA1	Activation
TP73	aa	AEN	Activation
TP73	ii	AFP	Inhibition
TP73	aa	AKR1B10	Activation
TP73	aa	APOC3	Activation
TP73	aa	APOD	Activation
TP73	aa	AQP2	Activation
TP73	aa	ATG5	Activation
TP73	aa	BAK1	Activation
TP73	aa	BAX	Activation
TP73	aa	BBC3	Activation
TP73	aa	BCL2L11	Activation
TP73	aa	BDKRB2	Activation
TP73	aa	BHLHE40	Activation
TP73	aa	BMP7	Activation
TP73	aa	BRCA2	Activation
TP73	ii	C11orf21	Inhibition
TP73	aa	CASP1	Activation
TP73	aa	CASP2	Activation
TP73	aa	CCND1	Activation
TP73	aa	CCND3	Activation
TP73	aa	CCNG1	Activation
TP73	aa	CDC25C	Activation
TP73	aa	CDHR5	Activation
TP73	aa	CDK1	Activation
TP73	aa	CDK6	Activation
TP73	aa	CDKN1A	Activation
TP73	aa	CLCA2	Activation
TP73	aa	COX4I1	Activation
TP73	aa	CRYAB	Activation
TP73	aa	CTSD	Activation
TP73	ii	CYP4F8	Inhibition
TP73	aa	DICER1	Activation
TP73	aa	DIP	Activation
TP73	aa	EEF1B2	Activation
TP73	aa	EGR1	Activation
TP73	ii	EGR2	Inhibition
TP73	aa	EPHA2	Activation
TP73	aa	FASN	Activation
TP73	aa	FDXR	Activation
TP73	aa	FLOT2	Activation
TP73	aa	FOXF1	Activation
TP73	aa	FOXO3	Activation
TP73	aa	GADD45A	Activation
TP73	aa	GAST	Activation
TP73	aa	GATA1	Activation
TP73	aa	GDF15	Activation
TP73	aa	GHR	Activation
TP73	aa	GLS2	Activation
TP73	ii	GLT1D1	Inhibition
TP73	aa	GRB2	Activation
TP73	ii	GSTA5	Inhibition
TP73	ii	GZMA	Inhibition
TP73	aa	HAGH	Activation
TP73	aa	HEY2	Activation
TP73	aa	HIST2H4A	Activation
TP73	aa	HMGB1	Activation
TP73	aa	IL1RAP	Activation
TP73	aa	IL4R	Activation
TP73	aa	ITGB4	Activation
TP73	aa	JAG1	Activation
TP73	aa	JAG2	Activation
TP73	aa	KCNA2	Activation
TP73	aa	KCNK1	Activation
TP73	aa	KLHDC7A	Activation
TP73	aa	LCE3B	Activation
TP73	aa	MAGEA5	Activation
TP73	aa	MAP3K14	Activation
TP73	aa	MAPK8IP3	Activation
TP73	aa	MDM2	Activation
TP73	aa	MIR193A	Activation
TP73	aa	MIR200A	Activation
TP73	aa	MIR200B	Activation
TP73	aa	MIR34A	Activation
TP73	aa	MIR429	Activation
TP73	aa	MLH3	Activation
TP73	aa	MMP13	Activation
TP73	aa	MMP2	Activation
TP73	aa	MRE11A	Activation
TP73	aa	NEDD4L	Activation
TP73	aa	NFKBIB	Activation
TP73	ii	NTRK1	Inhibition
TP73	ii	PDGFRB	Inhibition
TP73	aa	PLK2	Activation
TP73	aa	PMAIP1	Activation
TP73	aa	PML	Activation
TP73	aa	POLD2	Activation
TP73	aa	PRKCD	Activation
TP73	ii	PRRT1	Inhibition
TP73	ii	PTEN	Inhibition
TP73	aa	RAD50	Activation
TP73	aa	RAD51	Activation
TP73	aa	RBM38	Activation
TP73	aa	RNF144B	Activation
TP73	aa	RNF43	Activation
TP73	aa	RPS8	Activation
TP73	aa	S100A2	Activation
TP73	aa	SERPINA1	Activation
TP73	aa	SERPINE1	Activation
TP73	aa	SERPINF1	Activation
TP73	aa	SFN	Activation
TP73	aa	SLC5A5	Activation
TP73	aa	SOS1	Activation
TP73	aa	STAT1	Activation
TP73	ii	STMN1	Inhibition
TP73	aa	STX6	Activation
TP73	ii	TERT	Inhibition
TP73	aa	TP53	Activation
TP73	aa	TP53AIP1	Activation
TP73	aa	TP53I3	Activation
TP73	aa	TP53INP1	Activation
TP73	aa	TP63	Activation
TP73	aa	TP73	Activation
TP73	aa	TRAF1	Activation
TP73	aa	TRIM32	Activation
TP73	aa	UGT1A6	Activation
TP73	ii	UVRAG	Inhibition
TP73	aa	VDR	Activation
TP73	ii	VEGFA	Inhibition
TP73	aa	WNT4	Activation
TP73	ii	XAGE2	Inhibition
TP73	aa	YWHAB	Activation
TRa/RXRa	aa	ABCB1	Activation
TRa/RXRa	aa	ABCD2	Activation
TRa/RXRa	aa	ACACA	Activation
TRa/RXRa	aa	AKAP1	Activation
TRa/RXRa	ii	CDH1	Inhibition
TRa/RXRa	aa	CRABP1	Activation
TRa/RXRa	aa	CYP7A1	Activation
TRa/RXRa	aa	DKK4	Activation
TRa/RXRa	ii	GH1	Inhibition
TRa/RXRa	aa	HBA2	Activation
TRa/RXRa	aa	HR	Activation
TRa/RXRa	ii	MEIS2	Inhibition
TRa/RXRa	aa	NDN	Activation
TRa/RXRa	aa	NOS2	Activation
TRa/RXRa	ii	NTRK2	Inhibition
TRa/RXRa	aa	POU1F1	Activation
TRa/RXRa	aa	PTGDS	Activation
TRa/RXRa	aa	SLC2A5	Activation
TRa/RXRa	aa	TGM1	Activation
TRb/RXRb	ii	COL1A1	Inhibition
TRb/RXRb	aa	FASN	Activation
TRb/RXRb	aa	FGFR1	Activation
TRb/RXRb	aa	SREBP1 precursor	Activation
TRERF1	aa	CYP11A1	Activation
TRIB3	ii	ASNS	Inhibition
TRIB3	ii	DDIT4	Inhibition
TRIB3	ii	GARS	Inhibition
TRIB3	ii	GDF15	Inhibition
TRIB3	ii	MTHFD2	Inhibition
TRIB3	ii	PCK2	Inhibition
TRIB3	ii	PMAIP1	Inhibition
TRIB3	ii	PSAT1	Inhibition
TRIB3	ii	PSPH	Inhibition
TRIB3	ii	STC2	Inhibition
TRIB3	ii	ULK2	Inhibition
TRIM24	aa	GREB1	Activation
TRIM24	aa	PGR	Activation
TRIM24	aa	PIK3CA	Activation
TRIM24	aa	TFF1	Activation
TRIM28	ii	AOX1	Inhibition
TRIM28	aa	AR	Activation
TRIM28	ii	C4A	Inhibition
TRIM28	ii	CACNA1G	Inhibition
TRIM28	ii	CCNA2	Inhibition
TRIM28	ii	CCNE2	Inhibition
TRIM28	ii	CDC25A	Inhibition
TRIM28	ii	CDK1	Inhibition
TRIM28	ii	CDKN1A	Inhibition
TRIM28	ii	CDKN2B	Inhibition
TRIM28	ii	CHFR	Inhibition
TRIM28	ii	COL11A2	Inhibition
TRIM28	ii	EFEMP1	Inhibition
TRIM28	ii	ERBB4	Inhibition
TRIM28	ii	GADD45A	Inhibition
TRIM28	ii	HAND1	Inhibition
TRIM28	ii	IL2	Inhibition
TRIM28	ii	IRF8	Inhibition
TRIM28	ii	LOX	Inhibition
TRIM28	ii	MIR126	Inhibition
TRIM28	ii	MITF	Inhibition
TRIM28	ii	MSH6	Inhibition
TRIM28	aa	NFE2L2	Activation
TRIM28	aa	POMC	Activation
TRIM28	ii	PTEN	Inhibition
TRIM28	ii	RBL1	Inhibition
